accX,accY,accZ,gyroX,gyroY,gyroZ,Label
0.4967141530112327,1.3993554365860021,9.46241086251281,-0.19078075578773912,-0.0863493604964934,-0.042375968202270325,Laying
-0.13826430117118466,0.9246336829127688,9.727740664642242,-0.08603850107795019,-0.0031203488939083976,-0.04534141083838541,Walking
0.6476885381006925,0.05963036992017413,9.40379003950002,-0.04136055334216443,0.0018016872044446586,-0.1795643172630015,Laying
1.5230298564080254,-0.6469367777055739,9.64601923518048,0.18876876573401905,0.047263034584340564,-0.033009019170143726,Walking_Downstairs
-0.23415337472333597,0.6982233136135899,8.853192666523109,0.05565531245337582,-0.13668583632808265,0.0732829081821745,Standing
-0.23413695694918055,0.3934853854217496,9.90664685368647,-0.13354815690998914,0.05925672738473307,-0.12742321190767952,Walking
1.5792128155073915,0.8951932200277323,9.800602737681112,0.048603628941763705,-0.27043916316027755,0.10484826510505925,Laying
0.7674347291529088,0.6351718016819695,9.391455684465905,-0.15473039889383655,-0.06298845523638104,0.04877748210843382,Laying
-0.4694743859349521,1.0495527153193351,10.129622834216203,0.10826910538870733,-0.04882738424515447,-0.07342333219710379,Walking_Downstairs
0.5425600435859647,-0.535235211560568,10.26878506881328,-0.04711246518178786,0.06333268260712385,-0.014152963733784744,Sitting
-0.46341769281246226,1.3173940656343257,8.996220067815514,-0.009363618873917085,0.002263085267686914,0.15983218076410333,Standing
-0.46572975357025687,0.19759960469239965,9.418637610716894,0.132579664754219,-0.14055630538562866,0.07335478135058658,Sitting
0.24196227156603412,2.0752608726252655,9.415428825106352,-0.128716356858425,-0.09849931258170153,0.0008783654898147817,Walking
-1.913280244657798,-0.6891878180895679,9.330048449445568,-0.13971181851129913,0.01986800095474069,-0.023768331696098433,Standing
-1.7249178325130328,1.7359638031652493,10.214737420965875,-0.058359932634600487,-0.007906734186455629,0.007660907045165962,Walking_Downstairs
-0.5622875292409727,0.1979107834626478,9.7030869306136,0.10383788510193166,-0.05791241096357465,-0.05117635579423035,Walking
-1.0128311203344238,-0.6514180036144483,9.667742579344695,-0.15193460754768426,-0.048083378951197936,-0.21047495057190146,Standing
0.3142473325952739,-0.48388583405432156,8.798068817796624,-0.2832155598110569,0.0696167997159289,0.2042177910534731,Standing
-0.9080240755212109,-0.32034730819432017,10.117709015104614,-0.04511588584089988,-0.05176925728692147,0.015532499919940147,Sitting
-1.4123037013352915,0.4241659464019164,9.180370802573265,0.05517407999109204,-0.008809124402907329,0.03981472651225371,Walking
1.465648768921554,0.5228354880354996,9.829966315133165,0.12002617497388293,0.2169936588080543,-0.005790774987690872,Walking_Downstairs
-0.22577630048653566,-0.573700003938579,9.938688468979096,-0.0463161362085399,-0.1423682636883923,-0.0735116800724588,Walking_Downstairs
0.06752820468792384,-0.02435459226098284,10.480329297919326,-0.04114266071160025,-0.18518427315746588,-0.018592448094877072,Walking
-1.4247481862134568,2.1422703586118637,9.145589800440444,0.11539007342557472,0.07835896647986068,-0.15993947621943114,Walking
-0.5443827245251827,1.7275431701007113,8.290243922089587,-0.18697416996954208,-0.06786430612941033,0.22770864980533045,Laying
0.11092258970986608,0.4363236696740321,9.891924772376848,-0.03885207751830093,-0.031823752774262026,-0.12345119984223961,Walking_Upstairs
-1.1509935774223028,0.03800347816820029,10.700255590755427,0.019042388992505776,-0.07811563781311143,-0.10319662838471795,Sitting
0.37569801834567196,0.1200313267182613,10.419473176469719,0.04492187212850343,-0.025980014076751254,-0.044025920438640044,Walking
-0.600638689918805,0.6135179727304166,9.904829707637314,-0.05098066931908826,0.15985381120963416,0.12880757248523775,Walking
-0.2916937497932768,-1.0227925651984056,9.554181907183978,0.003444101170584135,0.08021284586181193,0.0014508999262654136,Walking_Upstairs
-0.6017066122293969,-0.2573765374233451,10.203561298318656,-0.24883273534129896,0.08622235118869771,-0.12361357960304625,Walking_Upstairs
1.8522781845089378,-1.6685840738775894,9.313226900147766,-0.06582484123338483,-0.14162270557926457,0.12543383607573397,Standing
-0.013497224737933921,0.39922312260527926,10.03817888467811,0.04535087125544674,-0.11511537365528693,0.07310006267854814,Walking_Downstairs
-1.0577109289559004,0.647195939702741,10.052735079583314,-0.09822940342546796,-0.2839078659485427,0.05384349572164524,Sitting
0.822544912103189,-0.483186462299374,10.33010495374944,0.005898422158959738,-0.08093808210827541,0.07157342411708405,Standing
-1.2208436499710222,1.5739867632900328,11.17983001945554,0.0446872500802698,0.09567031863856584,0.2394361900582451,Walking
0.2088635950047554,-1.2257656630023412,9.996207983589384,-0.0342549200857765,0.051694651574837096,0.21850948950361124,Walking_Upstairs
-1.9596701238797756,-1.4643748802098202,9.545518187146252,0.01704637709965709,-0.02215132629521239,-0.06867153430032953,Laying
-1.3281860488984305,0.22445181855997204,9.787212843904003,-0.09627325652846123,-0.002230028371805305,0.16238849928111523,Walking_Downstairs
0.19686123586912352,1.0470983026121545,8.915462047555442,-0.020661127969604665,-0.06888855425754056,0.03831681897589004,Standing
0.7384665799954104,1.6839276914578687,9.45264343445547,0.061021616958922255,0.020475888240178416,0.04990958161377494,Laying
0.1713682811899705,-0.45888426286894,9.59535878094345,0.01569729609684342,0.07658782794806149,-0.16922708316433288,Walking_Downstairs
-0.11564828238824053,1.0786808334312956,9.537955801032705,-0.058653126956393555,-0.1615886787410473,-0.017038576538819596,Laying
-0.3011036955892888,-0.03850846950070721,9.876177436016862,0.022421640429079303,0.029964768783734816,-0.08128235903365649,Walking_Upstairs
-1.4785219903674274,-0.17262729994081963,9.3887900338089,0.0714609790636618,0.09324348709546673,0.08280588148933093,Standing
-0.7198442083947086,0.8836599374866724,10.360515333662237,-0.20499412785774782,-0.04151002889633696,0.10710805004028051,Standing
-0.4606387709597875,0.6523228784134196,9.800103532459099,0.11590740649558978,0.07007006121205837,-0.20744863510163114,Walking_Downstairs
1.0571222262189157,-1.5763921569842494,9.795349839430694,-0.0336254738681072,0.2814654444472553,-0.002203486400427045,Laying
0.3436182895684614,1.4765403497258958,9.636052641743541,0.04254899332402303,-0.010434279298689193,0.11218615047942522,Walking_Upstairs
-1.763040155362734,1.3800913541474515,9.87759534192949,0.1197246923645228,0.039330705000532366,-0.0186678962313445,Walking
0.324083969394795,-0.6255627015095294,10.212549132333818,-0.1371673697230466,-0.07380570836613916,0.07290636450023645,Standing
-0.38508228041631654,0.39580353343740904,9.36643489214455,-0.07094410024275466,0.01812511626020504,0.03511654676270841,Walking
-0.6769220003059587,0.4940301862827388,9.470941755462372,-0.028854869587570484,0.046027162498230384,0.034166023195262636,Walking_Upstairs
0.6116762888408679,0.2606737658239071,9.648136985611668,-0.07837535211244284,0.019484234027013807,-0.027131497806829746,Standing
1.030999522495951,-0.5503051538454201,9.127064538263394,0.17349365758368085,-0.10196953197088568,-0.12165808041357096,Standing
0.9312801191161986,-0.6716233679380516,9.390371070139253,-0.08567720938267928,0.02063617713254507,-0.11215301474250275,Laying
-0.8392175232226385,-0.025554070991445278,9.561889563227671,-0.05555467794868666,0.1462195938717637,0.07093525144553173,Walking
-0.3092123758512146,1.1727290192593647,10.237194590356365,0.02043890316029768,0.04486357645145273,0.001945825551888312,Laying
0.33126343140356396,0.5436001545944323,9.931280664500964,-0.1202149526076089,0.09619871890718411,-0.013851224460722476,Sitting
0.9755451271223592,-0.37061433208610595,9.896794955683774,-0.039568071175626385,-0.023701197001262775,-0.04238900423223526,Walking
-0.47917423784528995,0.7716987106483447,10.225448981083987,0.031745326125017514,0.07499002394237106,-0.03051888454807518,Walking
-0.18565897666381712,-2.8485426206300755,9.731314105800303,-0.033286040438251126,0.027926783821652597,0.10469117944881395,Sitting
-1.1063349740060282,1.1487657003721035,9.995232424964446,-0.009338685889994829,-0.09509107296872321,-0.033524408186802676,Walking_Upstairs
-1.1962066240806708,-1.7397137787780996,9.748389123533753,-0.05293321124483709,0.03185210047988745,-0.13410647133015688,Walking_Upstairs
0.812525822394198,-0.36244094140313216,9.932681174699814,-0.1514470309180767,-0.09916966634403106,0.07436517755401732,Standing
